acousticness,danceability,energy,valence,instrumentalness,loudness,tempo,popularity,key,mode,duration_ms,speechiness,liveness,explicit,year
0.016,0.515,0.908,0.637,0,-4.632,150.031,57,8,1,252600,0.037,0.412,0,2000
0.035,0.939,0.727,0.662,0,-4.349,96.968,49,4,0,261693,0.235,0.085,1,2000
0.97,0.289,0.133,0.168,0.421,-18.778,174.667,48,8,1,184013,0.034,0.103,0,2000
0.05,0.402,0.757,0.573,0.846,-9.931,157.96,52,7,0,315973,0.037,0.305,0,2000
0.168,0.789,0.258,0.335,0.007,-11.759,127.491,53,5,1,356493,0.104,0.326,0,2000
0.189,0.573,0.642,0.492,0,-6.873,140.264,62,11,1,288947,0.027,0.221,0,2000
0.061,0.62,0.763,0.718,0,-4.908,119.534,51,3,0,182467,0.031,0.289,0,2000
0.105,0.593,0.967,0.287,0,-4.26,93.916,54,7,0,225107,0.182,0.314,0,2000
0.978,0.465,0.128,0.428,0.271,-17.628,111.471,56,9,0,268853,0.052,0.042,0,2000
0.995,0.366,0.007,0.036,0.963,-30.181,67.461,54,2,1,166000,0.053,0.07,0,2000
0.544,0.548,0.542,0.389,0,-8.435,83.106,47,1,0,271868,0.041,0.148,0,2000
0.973,0.246,0.12,0.112,0.787,-16.484,135.86,48,7,1,237493,0.036,0.086,0,2000
0.006,0.506,0.763,0.675,0.09,-6.746,93.523,0,1,1,215227,0.037,0.197,0,2000
0.223,0.786,0.446,0.355,0,-8.901,140.043,62,5,1,274507,0.04,0.119,0,2000
0.086,0.699,0.841,0.815,0,-7.911,137.38,52,2,1,300427,0.043,0.294,0,2000
0.047,0.58,0.702,0.299,0,-5.565,105.076,52,4,1,208960,0.034,0.536,0,2000
0.14,0.611,0.6,0.483,0,-8.846,145.172,1,7,1,378019,0.035,0.116,0,2000
0.284,0.677,0.871,0.898,0,-7.997,98.446,47,1,1,268893,0.028,0.405,0,2000
0.991,0.62,0.104,0.099,0.912,-17.733,119.381,46,3,1,292093,0.043,0.112,0,2000
0.944,0.217,0.195,0.095,0.007,-14.776,96.63,54,7,1,192693,0.04,0.127,0,2000
0,0.571,0.919,0.548,0.274,-6.596,143.155,50,10,1,268027,0.046,0.171,0,2000
0.175,0.481,0.939,0.636,0,-2.997,116.637,0,2,1,97213,0.06,0.359,0,2000
0.001,0.736,0.802,0.871,0.088,-8.527,119.854,45,7,1,225973,0.066,0.14,0,2000
0.644,0.612,0.876,0.909,0,-8.323,116.104,48,4,1,218467,0.051,0.383,0,2000
0.136,0.751,0.568,0.646,0,-5.431,128.002,56,5,0,246720,0.087,0.029,0,2000
0.239,0.324,0.574,0.335,0,-5.647,74.101,44,7,1,217533,0.029,0.143,0,2000
0.195,0.786,0.752,0.925,0.867,-2.859,136.578,49,2,0,277307,0.039,0.043,0,2000
0,0.484,0.913,0.279,0,-4.305,103.103,60,6,1,191440,0.043,0.309,0,2000
0.064,0.378,0.677,0.648,0,-8.63,106.071,60,2,1,135693,0.03,0.183,0,2000
0.508,0.636,0.531,0.496,0,-5.593,122.918,51,5,1,240640,0.027,0.095,0,2000
0.024,0.643,0.368,0.414,0,-8.379,125.95,53,11,0,268516,0.033,0.157,0,2000
0.98,0.206,0.007,0.052,0.958,-31.964,77.018,61,7,0,186067,0.037,0.088,0,2000
0.102,0.721,0.723,0.761,0,-7.08,88.933,55,2,0,263440,0.063,0.065,0,2000
0.003,0.584,0.931,0.694,0.772,-6.158,131.275,67,9,1,211707,0.034,0.133,0,2000
0.238,0.808,0.837,0.653,0.86,-6.583,92.002,51,9,0,286906,0.046,0.062,0,2000
0.069,0.774,0.684,0.354,0,-4.721,98.001,52,1,0,236827,0.041,0.076,0,2000
0.119,0.923,0.768,0.96,0,-7.321,94.013,63,1,1,123960,0.067,0.069,0,2000
0.08,0.936,0.678,0.822,0,-3.012,96.911,60,4,0,255640,0.21,0.084,1,2000
0.001,0.725,0.737,0.219,0.004,-7.453,77.161,61,4,1,214067,0.324,0.109,1,2000
0.024,0.66,0.523,0.794,0,-12.068,126.342,53,4,1,242960,0.061,0.142,0,2000
0.871,0.401,0.189,0.357,0,-11.189,94.509,60,0,1,125320,0.029,0.097,0,2000
0.017,0.544,0.935,0.339,0.003,-4.159,103.026,60,6,0,189800,0.173,0.297,0,2000
0.141,0.65,0.777,0.574,0.343,-4.984,109.608,61,2,1,136827,0.029,0.215,0,2000
0.015,0.878,0.595,0.851,0,-3.924,89.995,58,11,0,309760,0.203,0.328,1,2000
0.045,0.744,0.738,0.924,0.013,-7.282,98.14,55,7,1,198613,0.036,0.075,0,2000
0.951,0.653,0.105,0.231,0,-16.511,52.946,55,10,0,117800,0.045,0.114,0,2000
0.021,0.68,0.894,0.803,0,-4.86,94.089,62,1,1,247693,0.255,0.462,1,2000
0.091,0.852,0.942,0.797,0,-4.142,152.043,38,11,0,267651,0.281,0.108,1,2000
0.052,0.611,0.78,0.474,0,-4.722,187.968,38,0,1,249835,0.568,0.118,1,2000
0.001,0.594,0.881,0.234,0,-5.72,110.032,47,2,1,209973,0.085,0.438,0,2000
0,0.418,0.986,0.602,0,-5.475,175.347,43,4,1,202893,0.111,0.236,0,2000
0.933,0.399,0.262,0.646,0.843,-17.611,132.321,42,7,1,269400,0.046,0.189,0,2000
0.908,0.359,0.096,0.229,0.514,-15.64,87.696,39,5,1,240000,0.04,0.124,0,2000
0.056,0.503,0.816,0.625,0,-6.146,144.898,41,2,0,265400,0.031,0.363,0,2000
0.004,0.573,0.787,0.464,0,-5.169,104.385,41,5,1,236600,0.032,0.07,0,2000
0.005,0.489,0.941,0.877,0.356,-7.549,127.324,40,2,1,405840,0.047,0.537,0,2000
0.621,0.435,0.374,0.481,0,-10.656,94.322,52,9,1,184227,0.035,0.41,0,2000
0.097,0.53,0.77,0.43,0.039,-7.401,105.029,40,6,0,210080,0.067,0.186,0,2000
0.354,0.253,0.811,0.486,0.883,-6.759,109.505,41,10,1,349200,0.053,0.101,0,2000
0.013,0.643,0.975,0.865,0,-4.134,177.808,39,7,1,263200,0.109,0.135,0,2000
0.017,0.692,0.905,0.642,0,-6.229,96.942,39,10,0,245621,0.385,0.332,1,2000
0,0.601,0.89,0.688,0.608,-4.824,112.085,47,11,1,261960,0.097,0.123,1,2000
0.216,0.827,0.806,0.528,0,-8.156,136.034,43,0,1,249827,0.301,0.27,0,2000
0.122,0.81,0.38,0.722,0,-8.932,86.013,48,0,1,198480,0.063,0.076,0,2000
0.216,0.619,0.76,0.784,0.001,-5.266,132.647,51,7,1,267187,0.043,0.167,0,2000
0.089,0.78,0.679,0.757,0,-5.114,72.776,38,3,1,214282,0.294,0.332,1,2000
0.068,0.587,0.813,0.712,0.001,-5.124,117.655,43,6,0,203333,0.056,0.187,0,2000
0.345,0.899,0.388,0.69,0.026,-9.037,91.506,44,6,0,377600,0.046,0.067,0,2000
0.358,0.77,0.773,0.827,0,-5.743,112.401,57,7,1,156160,0.223,0.048,0,2000
0.114,0.74,0.576,0.763,0,-7.486,96.355,56,8,0,221400,0.367,0.096,1,2000
0.153,0.617,0.977,0.679,0.002,-7.028,131.965,63,9,0,214533,0.028,0.133,0,2000
0.431,0.395,0.443,0.714,0.035,-7.972,103.262,54,4,1,259840,0.04,0.504,0,2000
0.002,0.6,0.938,0.597,0,-3.615,101.183,61,1,1,230240,0.07,0.369,0,2000
0.914,0.627,0.151,0.778,0,-16.101,184.75,57,7,1,166747,0.352,0.146,0,2000
0,0.458,0.878,0.348,0.082,-6.035,98.144,51,10,0,253440,0.06,0.223,0,2000
0.015,0.55,0.804,0.789,0,-5.218,79.166,69,2,1,231667,0.027,0.105,0,2000
0.019,0.717,0.402,0.453,0.011,-9.712,140.418,53,1,1,255733,0.032,0.099,0,2000
0,0.47,0.984,0.037,0,-3.783,130.055,62,1,0,175760,0.094,0.212,1,2000
0.375,0.73,0.585,0.721,0.01,-9.274,100.021,62,0,1,260560,0.024,0.147,0,2000
0.047,0.765,0.706,0.669,0,-5.477,116.02,54,6,0,173760,0.026,0.36,0,2000
0,0.524,0.967,0.731,0,-3.322,116.273,57,8,1,167200,0.039,0.324,0,2000
0.001,0.582,0.893,0.805,0,-6.034,135.025,43,9,0,194093,0.031,0.207,0,2000
0.063,0.914,0.607,0.666,0,-5.658,98.054,57,7,1,256973,0.32,0.051,1,2000
0.616,0.718,0.657,0.624,0,-5.575,106.37,40,2,0,270587,0.032,0.104,0,2000
0.465,0.542,0.461,0.629,0,-7.071,94.214,53,2,0,164560,0.029,0.177,0,2000
0.918,0.588,0.341,0.662,0.913,-14.356,94.973,8,7,1,161707,0.048,0.103,0,2000
0.147,0.472,0.856,0.841,0,-6.03,78.696,61,7,1,138200,0.056,0.595,0,2000
0.595,0.628,0.488,0.491,0.04,-9.926,100.586,44,9,1,245055,0.033,0.332,0,2000
0.013,0.779,0.717,0.789,0.054,-9.7,115.384,62,6,0,240800,0.034,0.355,0,2000
0.868,0.258,0.139,0.139,0.001,-13.522,77.995,65,2,1,345400,0.032,0.1,0,2000
0.014,0.797,0.762,0.722,0,-6.972,94.224,60,10,1,276867,0.259,0.064,1,2000
0.025,0.788,0.594,0.691,0,-4.864,83.84,55,6,0,228907,0.336,0.053,1,2000
0.004,0.421,0.978,0.359,0,-4.004,196.921,61,6,0,203267,0.302,0.111,0,2000
0.118,0.603,0.782,0.731,0,-4.832,124.303,57,2,1,257893,0.162,0.363,1,2000
0.895,0.444,0.412,0.351,0.64,-11.569,184.012,56,0,1,151092,0.046,0.145,0,2000
0.036,0.729,0.759,0.268,0,-3.177,95.935,58,11,0,321267,0.127,0.069,1,2000
0.58,0.626,0.539,0.539,0,-8.372,113.702,53,9,1,128200,0.029,0.309,0,2000
0.017,0.658,0.815,0.837,0,-6.834,99.276,70,0,1,191560,0.105,0.341,0,2000
0.127,0.81,0.724,0.573,0,-6.153,101.941,59,4,0,319600,0.268,0.306,1,2000
0.002,0.458,0.978,0.342,0,-2.389,104.012,65,11,1,221000,0.191,0.111,1,2000
0.011,0.463,0.674,0.259,0,-5.422,84.039,54,7,1,255234,0.032,0.123,0,2000
0.209,0.447,0.743,0.567,0,-6.574,143.993,53,0,1,242040,0.028,0.097,0,2000
0.935,0.428,0.517,0.504,0,-8.068,105.435,53,7,0,151533,0.086,0.187,0,2000
0.054,0.607,0.82,0.768,0,-7.754,126.988,68,11,1,207507,0.06,0.269,0,2000
0.008,0.503,0.709,0.418,0,-7.917,88.002,22,2,1,261507,0.036,0.395,0,2000
0.001,0.598,0.939,0.63,0,-3.663,95.884,58,7,1,244693,0.105,0.288,1,2000
0.247,0.798,0.48,0.643,0,-5.564,108.241,54,0,1,255600,0.028,0.237,0,2000
0.316,0.167,0.302,0.19,0.797,-11.644,102.026,60,6,0,356333,0.035,0.11,0,2000
0.128,0.84,0.591,0.581,0,-6.422,159.711,55,8,1,327933,0.258,0.251,1,2000
0.007,0.353,0.872,0.355,0.001,-5.185,111.336,38,2,0,379067,0.06,0.125,0,2000
0.013,0.608,0.76,0.366,0,-5.851,168.211,59,4,0,251640,0.242,0.332,0,2000
0.726,0.6,0.372,0.553,0.59,-10.477,79.705,62,0,1,227493,0.026,0.154,0,2000
0.42,0.734,0.544,0.669,0,-4.786,86.617,53,11,0,298267,0.194,0.098,1,2000
0.403,0.683,0.71,0.931,0,-7.445,128.181,40,9,1,142333,0.114,0.086,0,2000
0.239,0.575,0.843,0.858,0,-5.931,128.169,54,2,1,176600,0.058,0.076,0,2000
0.111,0.904,0.655,0.83,0,-5.102,106.005,57,6,0,217667,0.087,0.078,0,2000
0.001,0.424,0.98,0.296,0,-4.33,101.502,43,4,0,275253,0.154,0.129,0,2000
0.007,0.428,0.978,0.439,0.026,-3.199,97.59,54,11,1,247360,0.137,0.458,0,2000
0.077,0.588,0.793,0.682,0,-5.77,126.67,45,11,0,181267,0.036,0.133,0,2000
0.119,0.727,0.674,0.604,0,-7.422,124.939,44,7,1,188067,0.03,0.276,0,2000
0.489,0.454,0.568,0.971,0,-7.074,197.795,48,10,1,143987,0.106,0.326,0,2000
0.794,0.686,0.512,0.876,0,-10.361,131.794,48,4,1,123707,0.029,0.313,0,2000
0.069,0.813,0.658,0.747,0,-7.12,75.102,44,7,0,281240,0.465,0.048,1,2000
0.073,0.786,0.362,0.565,0.393,-11.289,83.991,51,7,1,274267,0.1,0.088,0,2000
0.614,0.514,0.497,0.417,0.004,-8.146,93.836,44,0,1,231867,0.027,0.387,0,2000
0.013,0.575,0.812,0.653,0,-5.526,142.366,47,2,1,158707,0.054,0.572,1,2000
0.17,0.927,0.728,0.598,0,-7.391,97.91,51,9,0,182907,0.215,0.108,1,2000
0.701,0.636,0.382,0.973,0,-11.969,105.704,44,3,1,153093,0.037,0.105,0,2000
0.229,0.729,0.752,0.792,0,-4.478,110.007,44,0,0,201067,0.028,0.19,0,2000
0.918,0.629,0.054,0.445,0.005,-18.614,78.495,49,0,1,130333,0.132,0.232,0,2000
0,0.468,0.974,0.324,0,-5,111.264,52,9,1,188960,0.136,0.162,0,2000
0.298,0.41,0.288,0.198,0.026,-13.295,63.06,47,1,1,604973,0.057,0.045,0,2000
0.159,0.632,0.756,0.713,0,-6.567,138.96,54,4,1,230933,0.042,0.273,0,2000
0.009,0.793,0.747,0.668,0,-6.284,106.055,43,11,1,237307,0.035,0.067,0,2000
0.301,0.757,0.679,0.895,0,-7.136,90.361,48,10,0,146213,0.356,0.303,1,2000
0.011,0.86,0.672,0.55,0,-6.692,162.815,43,2,1,286933,0.112,0.14,0,2000
0.029,0.358,0.439,0.381,0.001,-11.346,70.536,45,10,0,272893,0.047,0.062,0,2000
0.539,0.615,0.234,0.167,0,-11.882,96.972,44,0,1,62533,0.045,0.11,0,2000
0.065,0.833,0.918,0.967,0,-4.401,128.023,52,2,0,250373,0.033,0.147,0,2000
0.131,0.725,0.924,0.967,0.313,-7.851,136.034,52,6,0,212881,0.041,0.948,0,2000
0.662,0.477,0.396,0.273,0,-10.014,132.089,46,4,1,291000,0.034,0.119,0,2000
0.001,0.63,0.95,0.858,0,-4.012,143.866,57,1,1,280627,0.081,0.373,0,2000
0.864,0.572,0.254,0.633,0.009,-13.798,88.451,48,6,1,267600,0.028,0.14,0,2000
0.228,0.668,0.959,0.357,0,-1.909,103.959,44,2,1,189200,0.224,0.771,1,2000
0.94,0.061,0.016,0.036,0.936,-31.917,67.88,50,5,1,1873000,0.047,0.089,0,2000
0.053,0.778,0.835,0.736,0,-7.201,96.882,46,7,1,225400,0.244,0.368,1,2000
0.088,0.851,0.843,0.888,0,-5.204,97.047,61,10,1,231080,0.048,0.067,0,2000
0.002,0.77,0.686,0.657,0,-6.596,100.53,51,11,0,247533,0.168,0.347,0,2000
0.208,0.863,0.728,0.874,0,-4.693,108.958,53,11,1,213107,0.033,0.104,0,2000
0.802,0.697,0.407,0.657,0,-8.413,111.457,47,10,1,164093,0.109,0.232,0,2000
0.311,0.778,0.497,0.874,0,-7.846,94.766,51,7,1,241083,0.04,0.087,0,2000
0.004,0.528,0.832,0.6,0,-6.421,100.18,45,2,1,294907,0.027,0.25,0,2000
0.953,0.379,0.104,0.386,0.017,-18.076,91.717,44,10,1,177360,0.036,0.116,0,2000
0.323,0.64,0.867,0.414,0.614,-7.93,174.711,52,7,1,322133,0.058,0.069,0,2000
0.236,0.576,0.675,0.566,0,-6.624,93.473,54,0,1,162093,0.031,0.934,0,2000
0.003,0.917,0.455,0.562,0.001,-8.446,92.097,49,10,0,321643,0.23,0.713,1,2000
0,0.196,0.97,0.114,0.063,-4.692,153.186,49,8,1,189760,0.26,0.288,1,2000
0.059,0.697,0.756,0.785,0,-7.971,96.015,47,1,0,299093,0.088,0.383,0,2000
0.224,0.74,0.778,0.784,0,-4.122,109.704,48,7,1,172093,0.068,0.088,0,2000
0.004,0.656,0.724,0.62,0,-5.465,185.748,46,6,0,283533,0.124,0.269,0,2000
0.001,0.653,0.931,0.444,0,-4.824,132.009,49,8,1,227067,0.073,0.101,1,2000
0.086,0.816,0.675,0.615,0,-8.23,151.444,44,6,1,247453,0.198,0.079,0,2000
0.007,0.481,0.879,0.533,0,-5.178,89.436,50,11,0,301533,0.268,0.127,0,2000
0.004,0.443,0.722,0.167,0.015,-6.326,111.324,55,6,1,420267,0.086,0.037,0,2000
0.019,0.7,0.593,0.614,0.011,-8.752,171.943,44,1,0,354400,0.163,0.054,0,2000
0.614,0.632,0.305,0.238,0,-11.842,139.935,58,2,1,232573,0.033,0.071,0,2000
0.304,0.858,0.282,0.144,0.005,-16.579,118.042,0,4,1,195318,0.085,0.099,1,2000
0.636,0.698,0.661,0.824,0,-9.674,131.808,49,7,1,160000,0.042,0.228,0,2000
0.462,0.541,0.756,0.568,0.649,-6.867,170.715,40,2,1,276400,0.039,0.16,0,2000
0.032,0.918,0.516,0.683,0.001,-6.754,89.987,44,7,1,275973,0.076,0.061,1,2000
0.489,0.486,0.694,0.381,0,-6.69,175.725,42,5,0,248800,0.084,0.37,0,2000
0.036,0.514,0.818,0.275,0,-6.166,116.064,42,2,1,224867,0.036,0.348,0,2000
0.088,0.847,0.801,0.841,0,-3.838,93.189,46,9,1,216707,0.056,0.766,0,2000
0.05,0.751,0.901,0.973,0.003,-5.802,124.017,59,2,1,214819,0.033,0.04,0,2000
0.66,0.752,0.514,0.52,0,-8.986,90.016,44,9,0,278987,0.088,0.093,1,2000
0.793,0.184,0.219,0.21,0,-13.497,176.42,54,3,1,309986,0.03,0.069,0,2000
0.167,0.507,0.436,0.658,0,-12.281,168.608,40,6,0,270400,0.033,0.065,0,2000
0,0.527,0.898,0.51,0,-5.844,132.992,43,7,1,238400,0.045,0.092,0,2000
0,0.609,0.843,0.625,0,-3.9,92.928,43,6,1,203773,0.037,0.053,0,2000
0.865,0.494,0.161,0.34,0,-14.456,92.821,42,7,1,178733,0.029,0.637,0,2000
0.103,0.676,0.601,0.206,0,-4.905,119.94,46,0,1,285387,0.03,0.147,0,2000
0,0.247,0.841,0.326,0,-5.337,144.167,1,11,1,264373,0.07,0.357,0,2000
0.345,0.435,0.561,0.699,0,-6.947,85.594,44,7,0,143853,0.03,0.249,0,2000
0.261,0.554,0.718,0.646,0.001,-8.942,95.411,48,10,1,156267,0.048,0.151,0,2000
0.773,0.264,0.981,0.084,0.008,-8.225,99.699,0,4,1,207215,0.09,0.7,0,2000
0.916,0.6,0.289,0.576,0.004,-10.141,108.637,58,0,1,144707,0.031,0.191,0,2000
0.971,0.633,0.12,0.456,0.871,-20.066,115.51,51,5,0,149072,0.043,0.121,0,2000
0.032,0.738,0.75,0.801,0,-5.034,96.112,53,2,0,186107,0.135,0.102,0,2000
0.014,0.746,0.507,0.733,0,-9.151,89.987,45,4,0,238600,0.034,0.209,0,2000
0.465,0.733,0.64,0.766,0,-3.245,77.994,47,10,1,343600,0.235,0.281,1,2000
0.006,0.711,0.626,0.65,0,-8.992,117.661,44,2,1,237867,0.027,0.07,0,2000
0.046,0.707,0.597,0.552,0.665,-9.335,88.006,46,5,0,294533,0.033,0.096,0,2000
0.992,0.369,0.225,0.077,0.813,-16.341,64.655,48,7,1,52695,0.065,0.106,0,2000
0.967,0.115,0.303,0.039,0.852,-13.693,79.193,50,11,0,442293,0.04,0.061,0,2000
0.587,0.437,0.308,0.731,0,-7.84,82.777,54,0,1,187507,0.034,0.472,0,2000
0.604,0.688,0.673,0.575,0,-8.971,97.783,52,5,1,221333,0.027,0.091,0,2000
0.564,0.819,0.489,0.964,0,-8.578,106.02,48,8,1,146263,0.056,0.061,0,2000
0.238,0.677,0.781,0.816,0,-6.282,95.03,50,2,1,227440,0.035,0.076,0,2000
0.01,0.58,0.729,0.483,0,-6.705,80.061,56,4,0,224933,0.029,0.081,0,2000
0.434,0.432,0.844,0.292,0,-4.243,114.913,44,0,0,327387,0.069,0.309,0,2000
0.259,0.737,0.258,0.83,0,-7.784,61.028,45,10,1,245867,0.053,0.101,0,2000
0.667,0.326,0.365,0.314,0.001,-8.776,133.084,52,3,1,219440,0.026,0.072,0,2000
0.099,0.527,0.605,0.601,0.903,-6.117,176.116,48,0,0,281413,0.04,0.084,0,2000
0.013,0.362,0.979,0.254,0,-4.192,171.22,45,5,1,241067,0.215,0.309,1,2000
0.001,0.481,0.94,0.66,0,-5.204,96.493,66,7,1,189333,0.066,0.094,0,2000
0.445,0.762,0.753,0.771,0.018,-10.152,134.327,45,6,0,200467,0.098,0.071,0,2000
0.602,0.286,0.217,0.039,0.099,-18.805,138.225,63,9,1,254307,0.034,0.104,0,2000
0.004,0.765,0.872,0.901,0.482,-6.993,118.074,55,10,0,216000,0.119,0.275,0,2000
0.338,0.752,0.709,0.866,0,-6.055,120.705,54,5,1,184533,0.151,0.134,0,2000
0.013,0.615,0.947,0.498,0,-3.817,108.193,59,8,0,194427,0.11,0.366,0,2000
0,0.383,0.986,0.578,0,-2.796,157.871,62,9,1,163227,0.062,0.179,0,2000
0.002,0.49,0.938,0.437,0,-3.916,196.143,56,1,1,274160,0.129,0.186,1,2000
0.439,0.67,0.584,0.944,0.006,-8.325,98.185,62,8,1,179227,0.034,0.178,0,2000
0.989,0.484,0.099,0.203,0.903,-20.19,74.877,5,0,1,123505,0.067,0.127,0,2000
0.667,0.638,0.178,0.833,0.786,-18.799,164.927,10,9,1,139533,0.275,0.082,0,2000
0.269,0.872,0.641,0.943,0,-7.736,134.961,60,6,1,287960,0.041,0.069,0,2000
0.637,0.731,0.536,0.813,0.896,-13.841,97.299,9,0,1,143893,0.033,0.207,0,2000
0.033,0.396,0.803,0.286,0,-6.186,116.705,65,4,1,304200,0.049,0.069,0,2000
0.23,0.659,0.812,0.888,0,-7.499,83.013,70,4,0,235133,0.049,0.095,0,2000
0.84,0.927,0.651,0.947,0.876,-12.788,123.905,9,9,1,123533,0.045,0.07,0,2000
0.007,0.864,0.672,0.562,0,-5.168,84.823,57,1,0,118933,0.261,0.215,1,2000
0.855,0.842,0.302,0.789,0.75,-15.094,110.366,11,3,1,143760,0.034,0.095,0,2000
0.907,0.23,0.159,0.039,0.924,-16.315,70.614,62,5,1,156880,0.032,0.102,0,2000
0.916,0.605,0.314,0.836,0,-7.631,138.148,58,0,1,125867,0.033,0.359,0,2000
0.024,0.913,0.7,0.64,0,-3.411,104.759,57,11,1,300267,0.059,0.125,1,2000
0.051,0.767,0.759,0.677,0,-6.516,89.989,56,6,1,213027,0.117,0.31,0,2000
0.115,0.84,0.561,0.924,0,-6.173,80.042,56,5,0,197640,0.045,0.128,0,2000
0.425,0.634,0.449,0.922,0,-10.364,146.103,57,0,1,225573,0.035,0.042,0,2000
0.07,0.581,0.271,0.269,0.005,-10.963,123.625,54,10,1,318102,0.035,0.187,0,2000
0,0.885,0.731,0.627,0.384,-6.466,121.297,51,2,1,284307,0.033,0.146,1,2000
0.647,0.336,0.521,0.139,0,-7.182,134.824,61,6,1,447492,0.035,0.709,0,2000
0.535,0.433,0.288,0.131,0,-10.801,136.939,60,6,0,249400,0.03,0.105,0,2000
0.055,0.9,0.593,0.633,0,-6.629,92.946,52,10,0,172933,0.333,0.03,1,2000
0.002,0.345,0.797,0.223,0.067,-6.152,117.987,61,0,1,368667,0.055,0.145,0,2000
0.334,0.683,0.556,0.773,0,-12.146,112.784,59,5,1,182373,0.071,0.07,0,2000
0.476,0.606,0.688,0.911,0.819,-11.015,118.748,9,0,1,125000,0.034,0.07,0,2000
0.017,0.921,0.752,0.705,0,-4.32,96.985,58,6,1,321667,0.27,0.135,1,2000
0.059,0.736,0.666,0.224,0,-4.929,89.824,52,1,1,226760,0.034,0.107,0,2000
0.175,0.589,0.552,0.311,0,-5.707,88.535,69,9,1,247693,0.027,0.106,0,2000
0.068,0.831,0.713,0.683,0,-6.967,99.584,56,7,0,243467,0.104,0.066,1,2000
0.342,0.56,0.544,0.347,0,-10.171,149.695,64,0,1,210187,0.046,0.203,0,2000
0.018,0.783,0.709,0.47,0.002,-7.776,177.821,50,7,1,242667,0.177,0.079,1,2000
0.987,0.428,0.237,0.357,0.896,-13.764,79.904,60,7,0,460027,0.035,0.085,0,2000
0.006,0.551,0.965,0.708,0,-2.772,137.841,60,0,1,168227,0.045,0.171,1,2000
0.452,0.565,0.5,0.242,0,-8.822,70.984,53,7,1,210933,0.031,0.137,0,2000
0.035,0.649,0.657,0.434,0,-6.607,113.423,54,2,1,281040,0.026,0.136,0,2000
0.396,0.495,0.525,0.249,0.007,-9.342,154.466,62,7,0,256467,0.03,0.096,0,2000
0.23,0.738,0.927,0.665,0.005,-5.439,170.011,59,9,1,255533,0.101,0.684,0,2000
0.014,0.636,0.884,0.446,0,-4.743,109.16,62,7,1,183973,0.058,0.253,0,2000
0.414,0.671,0.884,0.933,0,-9.267,119.574,55,6,0,203173,0.059,0.07,0,2000
0.773,0.833,0.605,0.963,0.793,-10.501,126.273,10,9,1,139227,0.104,0.116,0,2000
0.984,0.688,0.26,0.443,0.025,-13.686,102.935,58,2,1,237867,0.035,0.112,0,2000
0.161,0.456,0.448,0.418,0,-10.665,173.885,75,7,1,256827,0.025,0.081,0,2000
0,0.491,0.966,0.614,0,-4.28,105.544,66,4,1,202573,0.054,0.307,0,2000
0.01,0.826,0.656,0.852,0,-8.529,129.963,58,9,1,251040,0.062,0.027,0,2000
0.011,0.493,0.88,0.389,0,-6.424,147.913,59,6,0,264800,0.069,0.226,0,2000
0.015,0.68,0.857,0.794,0,-4.132,95.349,58,7,1,285160,0.037,0.056,0,2000
0.94,0.585,0.086,0.12,0,-11.478,78.54,62,6,0,139467,0.048,0.16,0,2000
0.91,0.512,0.445,0.943,0.871,-11.801,122.665,11,0,1,132907,0.035,0.09,0,2000
0.03,0.512,0.97,0.427,0,-3.886,94.952,64,8,0,200240,0.212,0.099,0,2000
0.262,0.765,0.791,0.966,0,-5.707,95.026,64,8,1,206227,0.032,0.067,0,2000
0.197,0.884,0.687,0.753,0,-5.633,99.067,51,4,0,210080,0.172,0.192,0,2000
0.73,0.609,0.28,0.448,0,-9.892,106.339,52,11,0,175107,0.039,0.107,0,2000
0.194,0.604,0.644,0.526,0,-8.792,92.053,41,7,1,169827,0.031,0.073,0,2000
0,0.424,0.997,0.123,0.014,-1.501,131.424,47,7,1,281693,0.131,0.326,0,2000
0.799,0.517,0.295,0.724,0.979,-11.813,155.441,46,8,1,223053,0.027,0.098,0,2000
0.985,0.466,0.061,0.463,0.948,-25.762,132.524,10,4,1,157560,0.039,0.094,0,2000
0.206,0.602,0.612,0.453,0.006,-8.409,122.062,65,0,1,136867,0.034,0.107,0,2000
0.425,0.873,0.187,0.843,0.015,-14.364,146.351,10,0,1,142533,0.072,0.097,0,2000
0.112,0.721,0.836,0.508,0,-3.972,126.279,58,8,0,244053,0.206,0.235,0,2000
0.935,0.729,0.317,0.894,0.829,-13.031,91.128,10,0,1,133200,0.038,0.1,0,2000
0.426,0.725,0.804,0.961,0.001,-7.84,93.668,59,8,1,177427,0.039,0.108,0,2000
0.954,0.647,0.047,0.163,0.867,-20.361,88.278,9,9,0,141200,0.052,0.095,0,2000
0.705,0.296,0.463,0.063,0.048,-11.412,123.943,63,5,0,251427,0.045,0.095,0,2000
0.16,0.838,0.304,0.221,0.026,-9.975,112.618,60,4,0,430800,0.063,0.083,0,2000
0.001,0.338,0.859,0.504,0.211,-4.938,92.966,60,4,0,255373,0.082,0.094,0,2000
0.886,0.717,0.344,0.914,0.926,-12.72,94.346,11,11,0,119440,0.036,0.068,0,2000
0.041,0.583,0.652,0.352,0,-6.255,97.469,56,7,1,249840,0.024,0.078,0,2000
0.006,0.426,0.881,0.259,0.069,-4.526,139.986,58,4,1,247893,0.04,0.389,0,2000
0.965,0.809,0.22,0.757,0.876,-17.608,93.145,10,2,1,142200,0.056,0.098,0,2000
